3047	3.58673776	11.14055272	0.055
3048	2.739678493	9.780799687	0.065
3054	19.92288076	37.36436122	0.156666667
3055	14.23548283	28.23459085	0.176666667
3060	9999	9999	9999
3061	8.790101827	19.49332135	0.153333333
3062	5.280856293	13.86005879	0.108
3063	10.32287574	21.95382684	0.163333333
3067	10.0808588	21.56532598	0.215555556
3072	8.608589127	19.2019457	0.121666667
3074	9.677497249	20.91782453	0.138888889
3728	9999	9999	9999
3733	12.23884313	25.0294587	0.16
3739	9.39514416	20.46457352	0.046666667
3758	11.49262425	23.83158103	0.16
3759	16.85733294	32.44335024	0.142222222
3761	7.902706404	18.06881818	0.133333333
4127	7.640521393	17.64794224	0.096111111
4128	14.31615514	28.36409114	0.123333333
4130	4.998503204	13.40680778	0.136666667
4131	6.67245366	16.09393877	0.071666667
4136	3.780351307	11.45135341	0.044666667
4137	7.701025627	17.74506745	0.088666667
4138	9.132959149	20.04369758	0.186111111
4140	4.837158582	13.1478072	0.084444444
4141	11.33127963	23.57258045	0.263333333
4222	11.77497734	24.28483204	0.144444444
4223	3.102703893	10.36355099	0.08
4236	17.10511218	32.84110113	0.186190476
4990	11.27077539	23.47545524	0.2
4994	10.56489267	22.34232771	0.186666667
12987	9.153127227	20.07607265	0.16
13301	11.11951481	23.2326422	0.2075
22016	8.12455526	18.42494397	0.046666667
23803	8.638841243	19.25050831	0.19
23904	9.334639927	20.3674483	0.18
23906	2.13463616	8.80954752	0.063333333
23907	12.35985159	25.22370914	0.126666667
23908	14.32623918	28.38027868	0.168333333
23909	6.85396636	16.38531442	0.22
53131	1.77161076	8.22679622	0.073333333
53132	14.96153363	29.40009345	0.156666667
53136	9999	9999	9999
53138	7.338000227	17.16231615	0.069166667
53139	9999	9999	9999
53150	3.15110728	10.44125116	0.026
53151	12.23884313	25.0294587	0.128333333
53152	13.14640663	26.48633695	0.154444444
53155	9.03211876	19.88182222	0.076666667
53877	9.516152627	20.65882395	0.158333333
53878	12.09766658	24.8028332	0.165555556
53926	10.4438842	22.14807728	0.17
53927	16.56489581	31.9739117	0.173333333
53960	9.516152627	20.65882395	0.213333333
53961	13.14640663	26.48633695	0.19
53968	4.49430126	12.59743097	0.071666667
53974	17.86573683	34.06210385	0.145555556
54794	2.42505648	9.27574856	0.110555556
54795	8.185059493	18.52206919	0.108333333
54796	3.76825046	11.43192837	0.137222222
54797	3.062367738	10.29880084	0.185555556
54808	12.72287699	25.80646044	0.175
54810	4.232116249	12.17655503	0.175714286
54811	12.75312911	25.85502305	0.175
54851	9999	9999	9999
54854	4.700015653	12.92765671	0.086
54902	12.36849506	25.23758417	0.202857143
54903	3.22371236	10.55780142	0.072380952
54933	11.27077539	23.47545524	0.175
54937	5.159847827	13.66580835	0.096666667
63826	5.159847827	13.66580835	0.08
63828	7.297664071	17.09756601	0.124444444
63829	7.297664071	17.09756601	0.124444444
63831	5.40186476	14.05430922	0.15
63838	9999	9999	9999
63849	8.548084893	19.10482049	0.138333333
63850	13.02539816	26.29208652	0.136666667
63855	7.76152986	17.84219267	0.196666667
63856	9999	9999	9999
63857	8.548084893	19.10482049	0.151111111
63858	15.26405479	29.88571954	0.195
63869	11.29094347	23.50783031	0.145555556
63898	15.26405479	29.88571954	0.164444444
64756	5.119511671	13.60105821	0.065555556
64758	7.186739643	16.91950311	0.099166667
92821	2.800182727	9.877924903	0.096666667
92826	9999	9999	9999
92827	9999	9999	0.044444444
92827	2.215308471	8.939047809	0.044444444
93243	11.08926269	23.18407959	0.0825
93245	2.013627693	8.615297087	0.038333333
94059	11.8959858	24.47908248	0.166666667
94060	11.33127963	23.57258045	0.186666667
94074	7.604218853	17.58966711	0.121333333
94075	5.789091853	14.67591061	0.072
94077	9999	9999	9999
94078	9.516152627	20.65882395	0.17
94079	5.159847827	13.66580835	0.12
94080	10.0808588	21.56532598	0.172222222
94081	8.225395649	18.58681933	0.142222222
94082	16.77666063	32.31384995	0.148333333
94084	10.88758192	22.86032886	0.182222222
94085	23.73464746	43.48324987	0.0775
94088	10.94808615	22.95745408	0.135555556
94644	7.156487527	16.8709405	0.181333333
94995	14.90102939	29.30296824	0.168333333
94996	11.37161578	23.6373306	0.186666667
